,Steering,Throttle,Brake,Gear,Objects
30,-0.00109695,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18911.6,', '9670.61,', '3.35505)', 'Rotation', '(0.00305352,', '0.0238305,', '92.6453)'], ['Id:', '449', 'Location:', '(18937,', '9121.08,', '283.126)', 'Rotation', '(0.00316044,', '-14.9762,', '92.6445)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
31,-0.0032595,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18910.1,', '9703.8,', '3.35566)', 'Rotation', '(0.00384658,', '0.0231407,', '92.6237)'], ['Id:', '449', 'Location:', '(18935.3,', '9154.27,', '283.134)', 'Rotation', '(0.00398238,', '-14.9769,', '92.6226)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
32,-0.00530311,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18908.7,', '9737.77,', '3.35622)', 'Rotation', '(0.0046265,', '0.0224782,', '92.5856)'], ['Id:', '449', 'Location:', '(18933.5,', '9188.21,', '283.14)', 'Rotation', '(0.00479019,', '-14.9775,', '92.5844)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
33,-0.00713568,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18907.3,', '9772.47,', '3.35678)', 'Rotation', '(0.00532416,', '0.0218361,', '92.5321)'], ['Id:', '449', 'Location:', '(18931.5,', '9222.9,', '283.147)', 'Rotation', '(0.0055105,', '-14.9782,', '92.5307)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
34,-0.00876513,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18905.9,', '9807.89,', '3.35732)', 'Rotation', '(0.00594667,', '0.0212077,', '92.4641)'], ['Id:', '449', 'Location:', '(18929.5,', '9258.3,', '283.154)', 'Rotation', '(0.00615569,', '-14.9788,', '92.4625)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
35,-0.0102765,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18904.5,', '9844.02,', '3.35786)', 'Rotation', '(0.00657081,', '0.0205998,', '92.3824)'], ['Id:', '449', 'Location:', '(18927.4,', '9294.39,', '283.16)', 'Rotation', '(0.00680266,', '-14.9794,', '92.3807)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
36,-0.0115543,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18903.2,', '9880.82,', '3.35836)', 'Rotation', '(0.00709913,', '0.0200193,', '92.2883)'], ['Id:', '449', 'Location:', '(18925.2,', '9331.16,', '283.166)', 'Rotation', '(0.00734799,', '-14.98,', '92.2864)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
37,-0.0126116,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18902,', '9918.28,', '3.35885)', 'Rotation', '(0.00753411,', '0.0194455,', '92.1833)'], ['Id:', '449', 'Location:', '(18922.9,', '9368.58,', '283.172)', 'Rotation', '(0.00779875,', '-14.9806,', '92.1813)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
38,-0.01354,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18900.9,', '9956.38,', '3.35934)', 'Rotation', '(0.00795485,', '0.0188991,', '92.0685)'], ['Id:', '449', 'Location:', '(18920.7,', '9406.64,', '283.178)', 'Rotation', '(0.00823537,', '-14.9811,', '92.0664)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
39,-0.014157,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18899.8,', '9995.09,', '3.35979)', 'Rotation', '(0.00819655,', '0.0183664,', '91.946)'], ['Id:', '449', 'Location:', '(18918.4,', '9445.31,', '283.183)', 'Rotation', '(0.00848551,', '-14.9816,', '91.9438)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
40,-0.0120995,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18898.7,', '10034.4,', '3.36023)', 'Rotation', '(0.00617515,', '0.0178609,', '91.8347)'], ['Id:', '449', 'Location:', '(18916.3,', '9484.59,', '283.189)', 'Rotation', '(0.00639265,', '-14.9821,', '91.8331)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
41,0.00445118,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18897.4,', '10074.3,', '3.36068)', 'Rotation', '(-0.00866699,', '0.0173487,', '91.8406)'], ['Id:', '449', 'Location:', '(18915.2,', '9524.48,', '283.194)', 'Rotation', '(-0.00897077,', '-14.9826,', '91.8429)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
42,0.00397727,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18896.1,', '10114.7,', '3.3611)', 'Rotation', '(-0.00778198,', '0.0168774,', '91.8769)'], ['Id:', '449', 'Location:', '(18914.1,', '9564.92,', '283.199)', 'Rotation', '(-0.00805604,', '-14.9831,', '91.8789)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
43,0.00472013,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18894.6,', '10155.7,', '3.36148)', 'Rotation', '(-0.00631714,', '0.0164266,', '91.9189)'], ['Id:', '449', 'Location:', '(18913.1,', '9605.92,', '283.204)', 'Rotation', '(-0.00654029,', '-14.9836,', '91.9206)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
44,0.00585333,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18893.1,', '10197.2,', '3.36188)', 'Rotation', '(-0.00595093,', '0.0159758,', '91.971)'], ['Id:', '449', 'Location:', '(18912,', '9647.44,', '283.208)', 'Rotation', '(-0.00616115,', '-14.984,', '91.9726)'], ['Id:', '450', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18297.7,', '12084.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
45,0.00673527,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18891.5,', '10239.2,', '3.36226)', 'Rotation', '(-0.00588989,', '0.0155387,', '92.0325)'], ['Id:', '449', 'Location:', '(18911,', '9689.47,', '283.213)', 'Rotation', '(-0.00609664,', '-14.9845,', '92.0341)'], ['Id:', '450', 'Location:', '(18299,', '12084.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18299,', '12084.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
46,0.00740315,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18889.8,', '10281.7,', '3.36263)', 'Rotation', '(-0.00588989,', '0.0151152,', '92.1016)'], ['Id:', '449', 'Location:', '(18910,', '9731.99,', '283.218)', 'Rotation', '(-0.00609754,', '-14.9849,', '92.1031)'], ['Id:', '450', 'Location:', '(18301.9,', '12085.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18301.9,', '12085.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
47,0.00796924,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18888,', '10324.7,', '3.36299)', 'Rotation', '(-0.00595093,', '0.0146986,', '92.177)'], ['Id:', '449', 'Location:', '(18908.9,', '9774.99,', '283.222)', 'Rotation', '(-0.00615942,', '-14.9853,', '92.1786)'], ['Id:', '450', 'Location:', '(18306.6,', '12086.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18306.6,', '12086.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
48,0.00838127,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18886.2,', '10368.1,', '3.36333)', 'Rotation', '(-0.00604248,', '0.0143024,', '92.2576)'], ['Id:', '449', 'Location:', '(18907.9,', '9818.46,', '283.226)', 'Rotation', '(-0.00625577,', '-14.9857,', '92.2592)'], ['Id:', '450', 'Location:', '(18313.1,', '12087.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18313.1,', '12087.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
49,0.00855581,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18884.2,', '10412,', '3.36367)', 'Rotation', '(-0.00598144,', '0.0139131,', '92.3412)'], ['Id:', '449', 'Location:', '(18906.7,', '9862.38,', '283.23)', 'Rotation', '(-0.00619126,', '-14.9861,', '92.3428)'], ['Id:', '450', 'Location:', '(18321.4,', '12089.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18321.4,', '12089.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
50,0.00869367,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18882.2,', '10456.3,', '3.36399)', 'Rotation', '(-0.00598145,', '0.0135374,', '92.427)'], ['Id:', '449', 'Location:', '(18905.5,', '9906.73,', '283.234)', 'Rotation', '(-0.00619215,', '-14.9865,', '92.4286)'], ['Id:', '450', 'Location:', '(18331.5,', '12092.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18331.5,', '12092.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
51,0.00866582,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18880.1,', '10501,', '3.3643)', 'Rotation', '(-0.00588989,', '0.0131754,', '92.5137)'], ['Id:', '449', 'Location:', '(18904.2,', '9951.5,', '283.238)', 'Rotation', '(-0.00609671,', '-14.9868,', '92.5153)'], ['Id:', '450', 'Location:', '(18343.5,', '12094.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18343.5,', '12094.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
52,0.00850031,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18877.8,', '10546.2,', '3.3646)', 'Rotation', '(-0.00570679,', '0.0128271,', '92.5999)'], ['Id:', '449', 'Location:', '(18902.8,', '9996.68,', '283.241)', 'Rotation', '(-0.00590758,', '-14.9872,', '92.6014)'], ['Id:', '450', 'Location:', '(18356.1,', '12097.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18356.1,', '12097.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
53,0.00823452,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18875.6,', '10591.7,', '3.3649)', 'Rotation', '(-0.00546265,', '0.0124856,', '92.6843)'], ['Id:', '449', 'Location:', '(18901.4,', '10042.3,', '283.245)', 'Rotation', '(-0.00565481,', '-14.9875,', '92.6858)'], ['Id:', '450', 'Location:', '(18368.8,', '12100.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18368.8,', '12100.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
54,0.00789307,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18873.2,', '10637.6,', '3.36519)', 'Rotation', '(-0.00518799,', '0.0121577,', '92.7661)'], ['Id:', '449', 'Location:', '(18899.8,', '10088.2,', '283.248)', 'Rotation', '(-0.0053711,', '-14.9878,', '92.7675)'], ['Id:', '450', 'Location:', '(18381.5,', '12103.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18381.5,', '12103.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
55,0.00742349,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18870.8,', '10683.9,', '3.36547)', 'Rotation', '(-0.00482178,', '0.0118435,', '92.8441)'], ['Id:', '449', 'Location:', '(18898.1,', '10134.5,', '283.252)', 'Rotation', '(-0.00499194,', '-14.9882,', '92.8454)'], ['Id:', '450', 'Location:', '(18394.2,', '12106.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18394.2,', '12106.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
56,0.00686669,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18868.3,', '10730.6,', '3.36573)', 'Rotation', '(-0.00439453,', '0.0115294,', '92.917)'], ['Id:', '449', 'Location:', '(18896.3,', '10181.2,', '283.255)', 'Rotation', '(-0.00455003,', '-14.9885,', '92.9182)'], ['Id:', '450', 'Location:', '(18406.9,', '12109.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18406.9,', '12109.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
57,0.00633518,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18865.7,', '10777.6,', '3.36599)', 'Rotation', '(-0.0039978,', '0.0112357,', '92.9849)'], ['Id:', '449', 'Location:', '(18894.3,', '10228.3,', '283.258)', 'Rotation', '(-0.00413905,', '-14.9888,', '92.986)'], ['Id:', '450', 'Location:', '(18419.7,', '12112.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18419.7,', '12112.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
58,0.00568797,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18863.1,', '10824.9,', '3.36624)', 'Rotation', '(-0.00350952,', '0.010942,', '93.0467)'], ['Id:', '449', 'Location:', '(18892.3,', '10275.6,', '283.261)', 'Rotation', '(-0.00363438,', '-14.9891,', '93.0477)'], ['Id:', '450', 'Location:', '(18432.4,', '12115,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18432.4,', '12115,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
59,0.0345359,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18859.8,', '10872.5,', '3.36677)', 'Rotation', '(-0.0327759,', '0.0103614,', '93.3254)'], ['Id:', '449', 'Location:', '(18891.9,', '10323.4,', '283.267)', 'Rotation', '(-0.0339301,', '-14.9896,', '93.3342)'], ['Id:', '450', 'Location:', '(18445.2,', '12117.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18445.2,', '12117.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
60,0.0527696,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18855.8,', '10920.3,', '3.3673)', 'Rotation', '(-0.0527344,', '0.00974668,', '93.824)'], ['Id:', '449', 'Location:', '(18892.7,', '10371.5,', '283.274)', 'Rotation', '(-0.0545928,', '-14.9902,', '93.8382)'], ['Id:', '450', 'Location:', '(18457.8,', '12120.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18457.8,', '12120.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
61,0.0505041,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18851.2,', '10968.4,', '3.36754)', 'Rotation', '(-0.0484009,', '0.00946664,', '94.3622)'], ['Id:', '449', 'Location:', '(18893.2,', '10420,', '283.277)', 'Rotation', '(-0.0501056,', '-14.9905,', '94.3752)'], ['Id:', '450', 'Location:', '(18470,', '12123.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18470,', '12123.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
62,0.0498158,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18846.1,', '11016.8,', '3.36776)', 'Rotation', '(-0.0434875,', '0.00920709,', '94.8947)'], ['Id:', '449', 'Location:', '(18893.2,', '10468.7,', '283.279)', 'Rotation', '(-0.04502,', '-14.9908,', '94.9064)'], ['Id:', '450', 'Location:', '(18481.7,', '12126.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18481.7,', '12126.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
63,0.0490853,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18840.6,', '11065.3,', '3.368)', 'Rotation', '(-0.0403442,', '0.00893389,', '95.4223)'], ['Id:', '449', 'Location:', '(18892.7,', '10517.8,', '283.282)', 'Rotation', '(-0.0417648,', '-14.9911,', '95.4332)'], ['Id:', '450', 'Location:', '(18492.9,', '12128.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18492.9,', '12128.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
64,0.047528,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18834.6,', '11114.1,', '3.36823)', 'Rotation', '(-0.0375977,', '0.00866751,', '95.9385)'], ['Id:', '449', 'Location:', '(18891.7,', '10567,', '283.285)', 'Rotation', '(-0.0389224,', '-14.9913,', '95.9486)'], ['Id:', '450', 'Location:', '(18503.6,', '12131.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18503.6,', '12131.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
65,0.0453515,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18828.2,', '11163.1,', '3.36847)', 'Rotation', '(-0.0348816,', '0.00840113,', '96.4359)'], ['Id:', '449', 'Location:', '(18890,', '10616.5,', '283.288)', 'Rotation', '(-0.0361117,', '-14.9916,', '96.4453)'], ['Id:', '450', 'Location:', '(18513.9,', '12133.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18513.9,', '12133.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
